Student_ID,Name,Gender,Age,State,City,Marital_Status,Study_Hours,Marks,Attendance_Percentage,Sleep_Hours,Extra_Classes,Sports_Participation
13291,Faiyaz Mand,Male,23,Arunachal Pradesh,Udupi,Single,11.74,63.9,72.57,7.6,Yes,No
13292,Veer Bir,Male,17,Andhra Pradesh,Jalandhar,Single,5.01,27.59,68.81,7.5,No,No
13293,Kanav Andra,Other,23,Jharkhand,Tiruvottiyur,Single,10.62,46.16,58.93,4.7,Yes,Yes
13294,Neysa Chanda,Female,21,Jharkhand,Alwar,Single,3.8,10.64,69.37,6.8,No,No
13295,Yuvaan Roy,Male,21,Bihar,Sonipat,Single,11.59,51.21,66.55,6.5,No,No
13296,Anika Boase,Male,18,Haryana,Hosur,Single,13.76,77.05,99.75,7.0,No,No
13297,Kavya Comar,Male,22,Andhra Pradesh,Dindigul,Single,7.19,30.87,51.52,8.7,No,Yes
13298,Ranbir Baral,Female,20,Rajasthan,Bhilwara,Single,4.42,31.48,61.94,4.4,No,No
13299,Purab Dugar,Female,18,West Bengal,Silchar,Single,6.59,27.61,53.43,8.1,Yes,Yes
13300,Nakul Cherian,Male,17,Manipur,Kollam,Single,4.5,16.63,92.87,8.3,Yes,Yes
13301,Ishita Mahajan,Female,18,Assam,Sri Ganganagar,Single,1.02,9.5,70.87,4.6,Yes,Yes
13302,Shlok Mandal,Male,18,Sikkim,Maheshtala,Single,10.11,55.18,89.81,7.3,No,No
13303,Ela Deep,Female,18,West Bengal,Karawal Nagar,Single,1.6,10.78,84.61,7.5,No,Yes
13304,Samar Toor,Female,17,Manipur,Ahmedabad,Single,3.95,23.13,96.4,6.7,Yes,Yes
13305,Vivaan Thaman,Male,17,Bihar,Purnia,Single,11.11,51.54,51.19,6.5,No,No
13306,Neysa Mahajan,Female,24,Himachal Pradesh,Kharagpur,Single,10.32,55.77,60.37,5.6,No,Yes
13307,Hunar Kala,Female,18,Manipur,Ludhiana,Single,2.03,11.35,85.1,7.4,No,No
13308,Kanav Kunda,Male,18,Haryana,Mumbai,Single,10.24,49.37,79.26,5.4,No,Yes
13309,Priyansh Srinivas,Male,21,Jharkhand,Arrah,Single,14.03,70.62,84.73,6.3,No,Yes
13310,Zara Bali,Female,24,Manipur,Guntakal,Single,2.04,15.5,78.77,8.3,Yes,Yes
13311,Nirvi Kar,Male,20,Mizoram,Motihari,Married,6.82,36.06,79.05,4.4,Yes,Yes
13312,Ahana  Dhillon,Male,21,Madhya Pradesh,Shimoga,Single,11.21,45.26,96.63,6.6,No,No
13313,Hrishita Deshpande,Male,22,Sikkim,Yamunanagar,Single,10.35,56.21,96.06,6.4,No,Yes
13314,Romil Krishna,Female,20,Karnataka,Sultan Pur Majra,Married,4.17,24.92,51.9,5.9,No,Yes
13315,Jayant Chada,Female,24,Karnataka,Phusro,Single,3.28,14.5,70.68,7.0,No,No
13316,Hazel Dhingra,Female,22,Manipur,Faridabad,Single,11.98,60.48,75.53,4.1,No,No
13317,Dhanuk Loke,Female,20,Haryana,Kadapa,Single,14.39,72.51,67.9,6.5,Yes,Yes
13318,Yashvi Tara,Male,18,Chhattisgarh,Malda,Single,11.75,48.85,52.48,6.4,No,Yes
13319,Dhanush Char,Female,24,Haryana,Bokaro,Single,14.48,70.39,73.61,6.6,No,No
13320,Hansh Bhasin,Female,24,Meghalaya,Khammam,Single,9.47,45.54,98.78,5.1,No,No
13321,Vritika Kakar,Male,21,Uttar Pradesh,Saharanpur,Single,14.01,69.26,53.61,5.0,No,Yes
13322,Indrajit Sant,Male,20,Assam,Burhanpur,Single,10.67,50.72,90.83,7.2,No,No
13323,Shalv Master,Male,22,Haryana,Vellore,Single,13.72,71.91,59.78,4.5,No,Yes
13324,Khushi Bhandari,Female,20,Rajasthan,Tirupati,Single,3.26,12.25,78.84,5.5,No,No
13325,Sumer Bhakta,Female,17,Telangana,Aurangabad,Single,12.42,66.65,69.35,8.2,No,No
13326,Ira Grover,Female,20,Chhattisgarh,Munger,Single,3.75,21.83,67.45,4.5,No,Yes
13327,Tarini Thakkar,Other,23,Jharkhand,Gandhidham,Single,1.38,13.7,93.52,6.3,No,Yes
13328,Darshit Gulati,Male,18,Punjab,Begusarai,Single,8.25,49.92,98.67,7.3,No,No
13329,Kiaan Das,Female,19,Odisha,Medininagar,Single,5.46,36.0,69.33,4.7,No,Yes
13330,Anya Rege,Female,17,Uttar Pradesh,Hapur,Single,1.61,2.12,82.02,5.6,No,Yes
13331,Kiaan Bhardwaj,Male,19,Uttarakhand,Gulbarga,Single,14.72,75.32,77.82,6.8,No,No
13332,Misha Saini,Other,24,Nagaland,Ambala,Single,10.33,48.06,53.85,5.6,Yes,No
13333,Vardaniya Shan,Male,18,Gujarat,Ahmedabad,Single,13.63,84.55,52.06,4.5,No,No
13334,Kanav Anne,Female,23,Sikkim,Raiganj,Single,14.99,78.02,88.67,5.2,No,Yes
13335,Raghav Chandra,Female,24,Tripura,Gangtok,Single,6.49,39.53,69.73,4.5,Yes,No
13336,Faiyaz Boase,Female,19,Uttar Pradesh,Guntakal,Single,4.57,25.03,65.38,8.9,Yes,No
13337,Vedika Borde,Female,24,Haryana,Surat,Single,3.57,4.67,99.28,5.2,No,No
13338,Farhan Gupta,Male,20,Chhattisgarh,Thrissur,Single,8.21,37.13,54.26,6.7,Yes,No
13339,Rania Ramesh,Female,19,Kerala,Madurai,Single,9.49,44.02,63.45,6.1,No,No
13340,Rohan Doshi,Male,21,Odisha,Surat,Single,7.61,36.1,92.84,6.8,No,No
13341,Faiyaz Vora,Female,18,Chhattisgarh,Sangli-Miraj & Kupwad,Single,6.42,33.9,70.75,6.5,No,No
13342,Neelofar Dube,Female,21,Goa,Ambarnath,Single,3.36,19.31,79.21,7.6,Yes,No
13343,Zeeshan Chatterjee,Female,19,Punjab,South Dumdum,Single,7.19,22.81,52.42,8.4,No,Yes
13344,Shaan Dugar,Male,24,Chhattisgarh,Berhampur,Single,2.19,9.77,96.01,5.4,No,No
13345,Manikya Shankar,Female,23,Uttarakhand,Agartala,Single,13.11,63.12,56.85,4.9,No,No
13346,Pranay Mangal,Female,24,Sikkim,Naihati,Single,1.66,15.21,60.67,8.9,Yes,Yes
13347,Devansh Balan,Female,24,West Bengal,Jalgaon,Single,6.33,34.61,57.84,8.3,No,No
13348,Raunak Dugar,Male,21,Telangana,Bongaigaon,Single,2.4,11.08,74.88,5.8,No,Yes
13349,Mamooty Ram,Male,17,Arunachal Pradesh,Coimbatore,Single,11.85,60.37,90.84,8.5,Yes,No
13350,Jivika Ramaswamy,Male,19,Gujarat,Danapur,Single,5.38,18.46,63.35,7.4,No,No
13351,Keya Ravel,Female,22,Uttarakhand,Kharagpur,Single,2.58,16.21,57.12,6.2,Yes,No
13352,Amani Lanka,Female,21,Sikkim,Thanjavur,Single,8.44,40.22,70.5,8.4,Yes,Yes
13353,Tara Setty,Other,20,Nagaland,Nagaon,Single,13.83,65.11,99.08,7.4,No,No
13354,Lagan Kapur,Male,19,Telangana,Dibrugarh,Single,13.72,75.17,50.55,8.1,No,Yes
13355,Lakshay Kunda,Male,23,Madhya Pradesh,Mangalore,Single,4.5,23.87,75.2,6.1,No,Yes
13356,Dhanush Bhagat,Female,22,Jharkhand,Belgaum,Single,11.08,52.07,83.47,8.0,No,No
13357,Renee Goda,Female,23,Arunachal Pradesh,Dehri,Single,1.42,4.08,90.34,5.8,Yes,Yes
13358,Indranil Choudhry,Female,17,Manipur,Cuttack,Single,2.85,16.08,87.31,7.7,No,Yes
13359,Samaira Walla,Female,20,Haryana,Solapur,Single,7.99,41.39,53.72,6.2,Yes,No
13360,Krish Kapur,Male,19,Meghalaya,Durgapur,Single,4.2,21.15,73.09,6.0,Yes,Yes
13361,Hridaan Deep,Female,23,Tamil Nadu,Bulandshahr,Single,12.18,54.88,53.94,8.0,No,Yes
13362,Advika Balasubramanian,Female,20,Assam,Ambala,Single,14.04,64.92,80.99,4.6,No,No
13363,Mannat Rao,Female,19,Chhattisgarh,Guntakal,Single,1.06,1.56,53.85,8.6,Yes,Yes
13364,Chirag Kaul,Male,19,Mizoram,Amravati,Single,4.26,20.32,52.42,6.5,No,Yes
13365,Pari Aggarwal,Male,18,Tamil Nadu,Amroha,Single,7.15,35.54,65.3,7.2,No,No
13366,Jhanvi Kaur,Male,21,Arunachal Pradesh,Ratlam,Single,8.88,43.6,96.94,6.0,No,Yes
13367,Alisha Bhatt,Female,19,Maharashtra,Jaunpur,Single,13.82,68.53,85.5,7.2,No,No
13368,Ranbir Dara,Male,17,Uttarakhand,Khora ,Single,13.49,76.86,50.2,7.5,No,No
13369,Kimaya Upadhyay,Male,22,Karnataka,Kadapa,Single,9.92,53.85,64.24,8.3,No,No
13370,Zain Sheth,Male,21,Nagaland,Bokaro,Single,4.6,28.94,50.87,8.3,No,No
13371,Miraan Hayre,Female,18,Tamil Nadu,Mango,Single,11.97,62.17,64.72,5.8,No,Yes
13372,Advika Dhaliwal,Male,21,Rajasthan,New Delhi,Single,3.84,19.56,84.27,7.1,Yes,Yes
13373,Divit Borde,Female,21,Maharashtra,Dehradun,Single,14.51,74.6,87.99,7.9,No,Yes
13374,Mamooty Kannan,Male,19,Telangana,Jamnagar,Single,1.08,6.53,90.21,7.8,No,No
13375,Anya Dua,Male,17,Karnataka,Jalandhar,Single,8.98,48.94,95.5,8.5,Yes,Yes
13376,Samarth Roy,Female,19,Bihar,Rajkot,Single,2.24,6.32,68.29,8.2,No,No
13377,Shaan Singh,Male,23,Odisha,Mathura,Single,6.71,37.17,93.13,7.6,Yes,No
13378,Trisha Dada,Male,17,Goa,Visakhapatnam,Single,9.89,50.29,86.38,7.7,No,Yes
13379,Adira Viswanathan,Male,23,Tamil Nadu,Miryalaguda,Single,10.65,44.21,76.89,8.0,Yes,No
13380,Lagan Gaba,Female,17,Uttarakhand,Aurangabad,Single,12.0,60.43,97.73,8.2,No,No
13381,Dhruv Deep,Female,20,Madhya Pradesh,Rohtak,Single,9.31,40.02,97.39,5.8,No,Yes
13382,Jayan Wason,Male,19,Andhra Pradesh,Purnia,Single,4.52,19.93,94.88,7.9,No,No
13383,Uthkarsh Bedi,Male,24,Punjab,Mumbai,Single,13.45,66.45,60.11,8.7,No,No
13384,Vardaniya Bahl,Other,24,Odisha,Junagadh,Single,12.36,54.26,60.39,5.2,No,No
13385,Tiya Luthra,Female,23,Uttarakhand,Pune,Single,3.24,15.93,95.05,4.2,No,No
13386,Diya Jha,Male,18,Kerala,Dhanbad,Single,12.57,63.19,69.9,4.4,No,No
13387,Akarsh Sethi,Female,22,Telangana,Shimoga,Single,14.62,76.88,89.87,5.1,Yes,Yes
13388,Advika Chauhan,Female,24,West Bengal,Orai,Single,9.92,47.33,84.35,8.6,No,No
13389,Riaan Sule,Female,24,Telangana,Uluberia,Single,4.95,26.12,88.12,4.6,Yes,No
13390,Myra Ravel,Male,21,Himachal Pradesh,Sri Ganganagar,Single,9.49,46.97,51.31,7.7,No,Yes
13391,Reyansh Dhawan,Male,20,Punjab,Bettiah,Single,5.8,26.91,71.5,8.3,Yes,No
13392,Jivika Sankaran,Male,23,Assam,Guntakal,Single,10.46,43.95,92.85,8.4,Yes,Yes
13393,Mamooty Barman,Female,18,Himachal Pradesh,Kanpur,Single,8.63,42.59,74.5,6.1,No,No
13394,Myra Zachariah,Female,22,Nagaland,Ghaziabad,Single,14.01,73.77,84.51,6.5,No,Yes
13395,Shray Maharaj,Male,22,Madhya Pradesh,Deoghar,Single,9.65,43.58,87.8,5.6,No,Yes
13396,Biju Choudhury,Female,19,Odisha,Bhilai,Single,4.0,18.91,56.04,4.7,No,Yes
13397,Samar Ray,Female,17,Arunachal Pradesh,Belgaum,Single,11.15,55.4,57.79,5.1,No,Yes
13398,Darshit Balasubramanian,Other,23,Maharashtra,Davanagere,Single,5.21,31.56,86.23,4.7,No,No
13399,Hunar Raval,Female,19,Telangana,Raiganj,Single,4.81,24.2,52.73,6.0,Yes,No
13400,Tanya Sandal,Other,22,Haryana,Akola,Single,6.48,33.84,67.09,4.9,Yes,No
13401,Vivaan Kannan,Male,19,Chhattisgarh,Secunderabad,Single,1.17,5.81,95.9,6.0,No,Yes
13402,Kashvi Ray,Female,20,Maharashtra,Hajipur,Single,14.57,70.39,78.72,8.3,No,No
13403,Vardaniya Srivastava,Female,23,Odisha,Muzaffarpur,Single,8.45,36.58,95.52,7.3,No,No
13404,Anahi Bhatnagar,Male,18,Rajasthan,Dewas,Single,11.83,57.72,65.47,7.3,Yes,Yes
13405,Yasmin Deep,Male,22,Kerala,Guntakal,Single,4.61,25.02,81.83,8.1,No,No
13406,Zeeshan Kumer,Other,23,Sikkim,Jamalpur,Single,11.45,57.87,64.34,4.2,Yes,No
13407,Ivan Garg,Male,24,Goa,Raebareli,Single,8.94,52.1,55.56,8.0,No,No
13408,Purab Ratti,Female,20,Karnataka,Haldia,Single,6.94,39.43,99.53,5.0,No,No
13409,Nehmat Saran,Male,18,West Bengal,Meerut,Single,14.59,79.15,58.81,5.7,Yes,Yes
13410,Kismat Buch,Male,24,Haryana,Sambhal,Single,7.91,29.39,59.42,5.5,No,No
13411,Dishani Bora,Male,20,Punjab,Nagpur,Single,10.2,58.9,92.1,4.5,No,Yes
13412,Riaan Sani,Male,21,Uttar Pradesh,Saharanpur,Single,1.21,7.38,90.11,4.9,No,No
13413,Baiju Jhaveri,Female,17,Nagaland,Jaunpur,Single,5.22,28.14,98.89,8.8,No,Yes
13414,Ryan Sood,Female,24,Maharashtra,Dhule,Single,13.44,71.68,53.59,7.0,Yes,Yes
13415,Kiaan Kannan,Male,24,Chhattisgarh,Panihati,Single,11.63,58.26,54.71,6.4,No,No
13416,Parinaaz Balasubramanian,Male,17,Karnataka,Madurai,Single,8.51,37.2,72.44,7.8,No,No
13417,Mishti Dey,Male,17,Madhya Pradesh,Gandhidham,Single,13.6,75.24,79.59,8.1,No,Yes
13418,Heer Gill,Male,21,Punjab,Jorhat,Single,7.81,35.21,51.9,4.6,No,No
13419,Raghav Dhaliwal,Female,22,Goa,Varanasi,Single,8.93,39.72,57.92,7.7,Yes,Yes
13420,Anahi Guha,Male,22,Madhya Pradesh,Katni,Single,6.35,30.58,85.17,8.7,Yes,Yes
13421,Sumer Dara,Male,21,Assam,Pali,Single,9.68,46.47,83.43,6.9,No,No
13422,Abram Chanda,Female,17,Madhya Pradesh,Orai,Single,5.47,27.37,54.48,7.1,Yes,No
13423,Jayant Thakur,Male,17,Haryana,Hapur,Single,6.4,31.51,96.58,8.4,Yes,No
13424,Kashvi Sachdeva,Male,18,Goa,Orai,Single,14.53,79.39,62.74,7.4,No,Yes
13425,Mohanlal Ganguly,Male,18,Kerala,Raurkela Industrial Township,Single,2.56,15.1,94.36,9.0,Yes,No
13426,Alisha Kanda,Female,24,Chhattisgarh,Korba,Single,2.47,8.06,96.15,5.4,Yes,No
13427,Ela Agate,Female,19,Assam,Panchkula,Single,1.61,4.45,74.5,8.2,Yes,No
13428,Tanya Rajan,Female,24,Bihar,Jalna,Single,5.48,25.46,70.6,7.1,No,No
13429,Myra Dasgupta,Male,23,Tripura,Hospet,Single,6.58,30.98,63.91,5.8,No,No
13430,Kavya Deo,Male,23,Assam,Bhimavaram,Single,2.32,9.03,90.37,8.4,Yes,Yes
13431,Zoya Hari,Female,23,Meghalaya,Patna,Single,8.69,37.94,59.83,9.0,No,Yes
13432,Anay Agrawal,Female,20,Himachal Pradesh,Asansol,Single,9.17,47.3,81.11,4.3,Yes,No
13433,Jayant Sen,Other,18,Gujarat,Jaipur,Single,11.51,55.27,78.36,8.6,Yes,Yes
13434,Nitara Lata,Male,18,West Bengal,Bhalswa Jahangir Pur,Single,14.66,68.54,62.44,5.0,Yes,No
13435,Nitara Kaur,Male,18,Telangana,Panchkula,Single,9.67,50.78,99.15,5.0,Yes,No
13436,Veer Golla,Female,18,Bihar,Rampur,Single,2.56,17.04,92.32,4.2,Yes,No
13437,Mamooty Chaudhuri,Female,24,Tripura,Nagpur,Single,2.24,9.97,51.03,8.6,No,Yes
13438,Jivika Wadhwa,Female,21,Uttarakhand,Buxar,Single,11.89,68.36,71.11,7.8,No,No
13439,Umang Kapoor,Female,19,Rajasthan,Varanasi,Single,10.1,61.58,67.95,4.3,No,No
13440,Alia Khare,Female,18,Manipur,Raipur,Single,3.27,18.83,94.14,7.2,Yes,No
13441,Manikya Ray,Female,22,Karnataka,Gudivada,Single,4.55,20.41,63.22,4.6,No,No
13442,Rania Kumar,Female,20,Tamil Nadu,Bidhannagar,Single,11.5,58.84,99.92,7.8,No,Yes
13443,Eva Badal,Other,23,Bihar,Chinsurah,Married,8.93,38.53,60.0,6.0,Yes,No
13444,Zain Baria,Female,18,Nagaland,Naihati,Single,9.19,41.59,62.19,4.3,Yes,Yes
13445,Hansh Kapur,Male,21,Tamil Nadu,Varanasi,Single,3.94,11.29,83.3,8.1,No,No
13446,Vaibhav Gupta,Male,22,Nagaland,Bhiwani,Single,9.81,45.91,58.05,6.9,No,No
13447,Damini Date,Female,23,Gujarat,Morena,Single,11.79,52.79,94.44,7.9,No,No
13448,Sumer Sen,Male,17,Kerala,Vasai-Virar,Single,13.39,70.07,55.5,7.4,Yes,Yes
13449,Divij Saraf,Female,24,Rajasthan,Thiruvananthapuram,Single,11.31,52.8,99.17,6.2,No,No
13450,Dhruv Bhattacharyya,Male,17,Madhya Pradesh,Udaipur,Single,9.07,46.73,93.73,7.5,No,No
13451,Fateh Bhat,Male,23,Assam,Bhopal,Single,10.43,55.89,91.98,4.1,No,No
13452,Shalv Anand,Female,19,Tripura,Bahraich,Single,7.79,44.81,70.36,5.7,Yes,No
13453,Tarini Banik,Male,17,Uttarakhand,Khandwa,Single,4.18,19.13,75.68,7.9,No,No
13454,Nirvi Andra,Male,18,Jharkhand,Khora ,Single,13.35,68.3,72.82,7.8,No,Yes
13455,Kashvi Madan,Male,23,Uttarakhand,Dhule,Single,8.46,44.01,99.37,8.4,No,Yes
13456,Kashvi Khare,Female,21,Telangana,Dehradun,Single,9.32,52.96,51.74,7.1,No,No
13457,Vanya Khare,Male,19,Uttarakhand,Aizawl,Single,14.86,78.22,69.09,8.7,Yes,Yes
13458,Hunar Ramesh,Female,22,Odisha,Kolkata,Single,14.79,80.47,98.42,6.8,No,Yes
13459,Kanav Ravel,Male,18,Andhra Pradesh,Yamunanagar,Single,9.21,37.73,68.47,6.5,Yes,No
13460,Zoya Khanna,Female,17,Kerala,Kulti,Married,1.48,4.08,69.92,5.0,No,Yes
13461,Prisha Lala,Male,20,Tripura,Bhiwandi,Single,6.55,37.91,81.57,7.9,No,No
13462,Ojas Mani,Male,24,Sikkim,Jaunpur,Single,14.12,73.5,95.36,7.5,No,No
13463,Nirvi Gupta,Male,18,Chhattisgarh,Ongole,Single,5.04,24.57,64.73,6.3,No,No
13464,Purab Ramaswamy,Male,20,Madhya Pradesh,Anantapuram,Single,14.99,72.58,97.38,4.4,No,No
13465,Charvi Butala,Female,22,Goa,Davanagere,Single,2.18,14.84,64.13,4.6,Yes,Yes
13466,Ivana Dash,Male,20,Himachal Pradesh,Aurangabad,Single,8.95,34.85,90.77,4.6,No,No
13467,Yashvi Hayre,Male,22,Nagaland,Ongole,Single,8.22,45.06,63.79,5.9,Yes,No
13468,Yuvaan Sanghvi,Female,19,Bihar,Vellore,Single,4.57,23.3,53.65,4.8,No,No
13469,Miraya Sabharwal,Male,21,Karnataka,Gangtok,Single,14.28,68.96,90.62,8.3,No,No
13470,Manikya Chaudhuri,Male,17,Andhra Pradesh,Panvel,Single,9.67,50.86,72.5,8.5,No,No
13471,Damini Hayer,Female,24,Uttarakhand,Cuttack,Single,4.22,19.17,69.54,8.3,No,No
13472,Armaan Sani,Female,17,Madhya Pradesh,Buxar,Single,6.38,32.05,71.49,7.0,No,No
13473,Yuvraj  Dara,Male,24,Bihar,Bardhaman,Single,11.1,55.27,80.58,7.0,Yes,Yes
13474,Tiya Tak,Male,18,Karnataka,Srinagar,Single,5.17,29.57,63.13,8.5,Yes,No
13475,Aarna Buch,Other,23,Assam,Thoothukudi,Single,13.31,67.35,61.86,6.0,Yes,No
13476,Onkar Chaudhari,Male,17,Sikkim,Gwalior,Single,3.32,7.05,74.17,4.3,No,No
13477,Tara Sarraf,Other,19,Jharkhand,Bhiwandi,Single,4.7,16.54,51.78,6.4,No,Yes
13478,Saira Subramanian,Male,17,Goa,Karnal,Single,3.03,9.73,82.14,6.8,No,Yes
13479,Drishya Sami,Female,18,Odisha,Malda,Single,2.46,14.58,91.14,6.7,No,No
13480,Mishti Dass,Male,17,Nagaland,Sri Ganganagar,Single,5.2,28.78,86.37,4.8,Yes,Yes
13481,Aarush Bhatti,Female,21,Gujarat,Orai,Single,14.99,83.3,73.47,7.9,No,No
13482,Vaibhav Barad,Male,22,Nagaland,Tumkur,Single,2.32,6.53,78.27,7.7,No,Yes
13483,Indranil Wali,Female,20,Karnataka,Jhansi,Single,3.98,26.45,51.31,5.1,No,No
13484,Zara Wable,Male,20,Arunachal Pradesh,Nagpur,Single,4.8,14.31,95.62,6.8,No,No
13485,Lakshit Zachariah,Male,22,Telangana,Hospet,Single,9.67,48.44,77.9,8.0,No,No
13486,Divij Chander,Female,20,Kerala,Asansol,Single,11.43,58.38,65.82,4.0,No,Yes
13487,Anvi Dani,Female,21,Haryana,Howrah,Single,11.53,58.86,64.68,5.4,No,No
13488,Tara Bajaj,Female,19,Gujarat,Singrauli,Single,1.12,4.05,82.98,6.4,No,Yes
13489,Urvi Thaman,Male,18,Uttarakhand,Hindupur,Single,10.13,51.24,79.22,8.2,Yes,Yes
13490,Kismat Rajagopal,Female,21,Kerala,Gangtok,Single,9.83,42.97,59.39,8.0,Yes,No
13491,Aayush Rastogi,Male,18,Nagaland,Durgapur,Single,8.25,45.58,70.5,4.8,No,No
13492,Alia Ramesh,Other,19,Punjab,Bareilly,Single,6.31,32.8,83.81,6.3,No,No
13493,Kanav Konda,Female,21,Manipur,Singrauli,Single,12.16,62.61,64.88,5.5,No,No
13494,Baiju Date,Male,17,Goa,Bilaspur,Single,5.81,27.65,75.46,6.0,No,No
13495,Emir Gopal,Female,23,Gujarat,South Dumdum,Single,4.22,19.46,62.74,6.7,No,Yes
13496,Krish Borde,Female,19,Assam,Imphal,Single,5.34,29.32,53.58,6.5,No,Yes
13497,Hridaan Bhatia,Male,20,Uttarakhand,Latur,Single,7.16,43.75,69.41,4.7,No,No
13498,Taran Basu,Female,21,Arunachal Pradesh,Tiruvottiyur,Single,4.0,13.03,86.6,4.6,No,Yes
13499,Kavya Iyer,Male,19,Chhattisgarh,Berhampore,Single,9.51,40.33,60.69,4.7,No,Yes
13500,Badal Kumar,Female,19,Uttarakhand,Haldia,Married,13.38,68.23,87.73,8.2,Yes,No
13501,Sara Bajaj,Male,21,Bihar,Tiruchirappalli,Single,9.34,45.04,83.47,4.1,Yes,No
13502,Shayak Ramachandran,Male,20,Tamil Nadu,Thanjavur,Single,7.25,36.87,75.37,5.0,Yes,Yes
13503,Hridaan Sane,Male,22,Sikkim,Jalandhar,Single,12.16,60.68,98.57,8.8,No,No
13504,Mehul Shukla,Female,20,Odisha,Erode,Single,11.47,60.46,94.17,4.3,No,No
13505,Yuvaan Kadakia,Female,19,Assam,Sonipat,Single,6.14,29.27,78.16,4.2,No,Yes
13506,Samarth Anand,Other,18,Uttar Pradesh,Shimoga,Single,9.46,41.26,77.89,5.9,Yes,No
13507,Ayesha Gaba,Male,22,Gujarat,Alwar,Single,11.22,52.15,63.89,4.8,Yes,No
13508,Heer Manda,Male,24,Gujarat,Madanapalle,Married,4.44,21.4,96.01,6.8,No,No
13509,Stuvan Anne,Female,22,Karnataka,Giridih,Single,6.13,24.38,94.8,5.7,Yes,No
13510,Rhea Lad,Female,19,Andhra Pradesh,Nellore,Single,2.48,12.22,87.1,5.0,No,Yes
13511,Dishani Chauhan,Male,21,Goa,Mira-Bhayandar,Married,14.83,74.45,56.39,9.0,No,Yes
13512,Uthkarsh Thakur,Male,21,Assam,Karimnagar,Single,2.2,9.21,85.18,5.7,No,Yes
13513,Ahana  Warrior,Female,21,Manipur,Nandyal,Single,3.36,17.85,62.66,7.2,No,No
13514,Rati Chatterjee,Male,20,Andhra Pradesh,Varanasi,Single,7.72,30.53,59.44,8.4,No,No
13515,Anaya Varughese,Female,17,Jharkhand,Ambattur,Single,13.11,60.78,87.96,8.6,No,No
13516,Samiha Chaudhuri,Female,21,Himachal Pradesh,Guna,Single,5.98,24.19,97.99,6.1,No,Yes
13517,Anahi Halder,Female,21,Himachal Pradesh,Dewas,Single,11.76,63.2,55.45,8.9,No,Yes
13518,Purab Sankar,Female,22,Mizoram,Tirunelveli,Single,10.46,63.83,58.2,7.6,No,No
13519,Stuvan Kohli,Male,18,West Bengal,Buxar,Single,9.94,45.3,60.96,6.9,No,No
13520,Ayesha Soman,Female,18,Kerala,Sambhal,Single,12.83,62.97,98.15,7.5,No,No
13521,Saksham Date,Female,19,Odisha,Ghaziabad,Single,1.2,2.53,84.82,5.8,No,No
13522,Aaina Chandran,Male,19,Tamil Nadu,Warangal,Married,14.01,71.16,83.91,6.1,No,No
13523,Faiyaz Garg,Female,19,Tripura,Thrissur,Single,12.61,60.01,75.25,6.9,No,No
13524,Anaya Bora,Male,21,Gujarat,Etawah,Single,14.13,72.06,76.88,5.6,Yes,Yes
13525,Ela Rana,Female,18,Goa,Barasat,Single,12.11,63.88,64.51,7.8,Yes,No
13526,Nehmat Agate,Male,19,Gujarat,Durg,Single,13.3,60.38,57.73,5.3,Yes,No
13527,Shanaya Kalla,Female,24,Telangana,Kumbakonam,Single,3.84,20.56,89.01,8.0,No,No
13528,Jivin Sahni,Male,18,Rajasthan,Bikaner,Single,5.47,18.38,73.53,4.8,No,No
13529,Romil Singh,Male,21,Bihar,Korba,Single,5.41,25.77,62.8,5.1,No,No
13530,Anahita Grewal,Other,22,Assam,Bhagalpur,Single,2.53,11.03,81.64,7.8,No,Yes
13531,Neysa Sarin,Female,21,Nagaland,Amaravati,Single,11.21,54.9,60.47,5.3,No,No
13532,Purab Bora,Male,19,Goa,Bhatpara,Single,2.91,12.99,74.44,8.0,No,Yes
13533,Umang Shah,Male,21,Rajasthan,Jamnagar,Single,1.74,6.23,59.51,7.9,No,No
13534,Stuvan Bora,Male,21,Haryana,Bhusawal,Single,11.86,57.97,87.98,5.3,No,No
13535,Riya Handa,Female,24,Bihar,Madanapalle,Single,13.67,69.54,66.04,4.4,No,Yes
13536,Riaan Handa,Female,18,Haryana,Sambalpur,Single,11.7,59.83,72.08,4.8,Yes,No
13537,Yashvi Dugal,Female,17,Himachal Pradesh,Tezpur,Single,12.55,63.33,87.74,7.8,Yes,No
13538,Mannat Borde,Female,24,Jharkhand,Belgaum,Single,9.34,43.83,82.98,8.2,No,Yes
13539,Prisha Mahajan,Female,20,Haryana,Gandhidham,Single,13.43,72.55,69.99,5.9,No,Yes
13540,Ojas Jani,Male,24,Haryana,Kalyan-Dombivli,Single,7.95,47.38,53.55,4.8,No,No
13541,Neysa Chawla,Male,19,Nagaland,Jalandhar,Single,14.84,67.76,96.08,4.4,No,Yes
13542,Mishti Raman,Female,23,Tamil Nadu,Bhusawal,Single,2.45,13.07,50.4,5.1,Yes,No
13543,Samarth Krish,Female,17,Meghalaya,Belgaum,Single,12.33,59.31,86.73,8.9,No,No
13544,Riaan Batta,Female,22,Tamil Nadu,Jhansi,Single,9.98,54.53,97.27,4.9,Yes,No
13545,Neelofar Kar,Female,23,Kerala,Tinsukia,Single,9.13,45.59,65.33,4.4,No,Yes
13546,Krish Chana,Female,19,Odisha,Raurkela Industrial Township,Single,11.16,56.07,53.77,7.9,Yes,No
